accuracy_snapshot,chapter,chapter_id,correct_count,device_type,duration_seconds,end_time,form,highest_streak,incorrect_count,paper_type,persona,practice_id,session_language,start_time,synthetic_student_index,total_questions_answered,user_id
0.0,Chapter 3: Logical Reasoning,3,0,Laptop,566,2026-03-14 20:59:26,Form 4,0,2,kertas2,Weekend Learner,596835,english,2026-03-14 20:50:00,177,2,14939
80.0,Chapter 9: Probability of Combined Events,9,4,Tablet,755,2026-03-21 10:27:35,Form 4,2,1,kertas2,Weekend Learner,596836,english,2026-03-21 10:15:00,177,5,14939
0.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,0,Laptop,493,2026-03-21 16:13:13,Form 4,0,2,kertas2,Weekend Learner,596837,english,2026-03-21 16:05:00,177,2,14939
42.86,Chapter 3: Logical Reasoning,3,3,Desktop,533,2026-03-22 11:28:53,Form 4,2,4,kertas1,Weekend Learner,596838,english,2026-03-22 11:20:00,177,7,14939
0.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,0,Mobile,471,2026-03-22 16:47:51,Form 4,0,5,kertas1,Weekend Learner,596839,english,2026-03-22 16:40:00,177,5,14939
37.5,Chapter 5: Network in Graph Theory,5,3,Tablet,612,2026-03-28 10:55:12,Form 4,2,5,kertas1,Weekend Learner,596840,english,2026-03-28 10:45:00,177,8,14939
80.0,Chapter 1: Variation,11,4,Mobile,471,2026-03-28 15:12:51,Form 5,2,1,kertas2,Weekend Learner,596841,english,2026-03-28 15:05:00,177,5,14939
20.0,Chapter 3: Logical Reasoning,3,1,Laptop,498,2026-03-28 20:58:18,Form 4,1,4,kertas1,Weekend Learner,596842,english,2026-03-28 20:50:00,177,5,14939
80.0,Chapter 6: Linear Inequalities in Two Variables,6,4,Laptop,397,2026-03-29 15:16:37,Form 4,3,1,kertas1,Weekend Learner,596843,english,2026-03-29 15:10:00,177,5,14939
37.5,Chapter 4: Consumer Mathematics: Taxation,14,3,Mobile,2160,2026-04-05 16:06:00,Form 5,2,5,kertas2,Weekend Learner,596844,bm,2026-04-05 15:30:00,177,8,14939
50.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,1,Mobile,331,2026-04-05 16:25:31,Form 5,1,1,kertas2,Weekend Learner,596845,bm,2026-04-05 16:20:00,177,2,14939
66.67,Chapter 1: Variation,11,6,Laptop,716,2026-04-05 16:41:56,Form 5,3,3,kertas1,Weekend Learner,596846,english,2026-04-05 16:30:00,177,9,14939
18.18,Chapter 7: Measures of Dispersion for Grouped Data,17,2,Tablet,3479,2026-04-12 21:27:59,Form 5,1,9,kertas2,Weekend Learner,596847,english,2026-04-12 20:30:00,177,11,14939
50.0,Chapter 2: Number Bases,2,1,Tablet,358,2026-04-18 10:20:58,Form 4,1,1,kertas2,Weekend Learner,596848,bm,2026-04-18 10:15:00,177,2,14939
12.5,Chapter 3: Logical Reasoning,3,1,Tablet,1506,2026-04-18 10:45:06,Form 4,1,7,kertas2,Weekend Learner,596849,english,2026-04-18 10:20:00,177,8,14939
50.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,1,Mobile,238,2026-04-18 15:03:58,Form 5,1,1,kertas2,Weekend Learner,596850,english,2026-04-18 15:00:00,177,2,14939
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,1,Tablet,365,2026-04-19 20:06:05,Form 4,1,1,kertas2,Weekend Learner,596851,english,2026-04-19 20:00:00,177,2,14939
0.0,Chapter 3: Logical Reasoning,3,0,Desktop,386,2026-04-25 10:26:26,Form 4,0,2,kertas2,Weekend Learner,596852,english,2026-04-25 10:20:00,177,2,14939
16.67,Chapter 8: Measures of Dispersion for Ungrouped Data,8,1,Tablet,604,2026-04-25 16:50:04,Form 4,1,5,kertas1,Weekend Learner,596853,english,2026-04-25 16:40:00,177,6,14939
50.0,Chapter 5: Network in Graph Theory,5,2,Tablet,362,2026-04-26 11:26:02,Form 4,2,2,kertas1,Weekend Learner,596854,english,2026-04-26 11:20:00,177,4,14939
33.33,Chapter 10: Consumer Mathematics: Financial Management,10,1,Laptop,492,2026-04-26 11:33:12,Form 4,1,2,kertas2,Weekend Learner,596855,english,2026-04-26 11:25:00,177,3,14939
33.33,Chapter 5: Network in Graph Theory,5,1,Desktop,552,2026-04-26 16:09:12,Form 4,1,2,kertas2,Weekend Learner,596856,english,2026-04-26 16:00:00,177,3,14939
37.5,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,3,Tablet,782,2026-04-26 20:58:02,Form 5,2,5,kertas1,Weekend Learner,596857,english,2026-04-26 20:45:00,177,8,14939
25.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,1,Tablet,444,2026-05-10 15:47:24,Form 5,1,3,kertas1,Weekend Learner,596858,english,2026-05-10 15:40:00,177,4,14939
50.0,Chapter 5: Network in Graph Theory,5,4,Tablet,755,2026-02-07 10:42:35,Form 4,2,4,kertas1,Weekend Learner,596859,bm,2026-02-07 10:30:00,178,8,14940
20.0,Chapter 4: Operations on Sets,4,1,Tablet,367,2026-02-08 10:11:07,Form 4,1,4,kertas1,Weekend Learner,596860,bm,2026-02-08 10:05:00,178,5,14940
37.5,Chapter 3: Logical Reasoning,3,3,Laptop,1233,2026-02-08 15:40:33,Form 4,2,5,kertas2,Weekend Learner,596861,english,2026-02-08 15:20:00,178,8,14940
28.57,Chapter 3: Consumer Mathematics: Insurance,13,2,Desktop,922,2026-02-15 11:00:22,Form 5,1,5,kertas1,Weekend Learner,596862,bm,2026-02-15 10:45:00,178,7,14940
20.0,Chapter 3: Consumer Mathematics: Insurance,13,1,Tablet,1397,2026-02-15 16:33:17,Form 5,1,4,kertas2,Weekend Learner,596863,bm,2026-02-15 16:10:00,178,5,14940
50.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,2,Tablet,351,2026-02-15 20:55:51,Form 5,1,2,kertas2,Weekend Learner,596864,bm,2026-02-15 20:50:00,178,4,14940
42.86,Chapter 3: Consumer Mathematics: Insurance,13,3,Desktop,1362,2026-02-21 17:02:42,Form 5,1,4,kertas2,Weekend Learner,596865,bm,2026-02-21 16:40:00,178,7,14940
20.0,Chapter 9: Probability of Combined Events,9,1,Desktop,532,2026-02-22 10:53:52,Form 4,1,4,kertas1,Weekend Learner,596866,bm,2026-02-22 10:45:00,178,5,14940
0.0,Chapter 5: Network in Graph Theory,5,0,Desktop,612,2026-02-22 11:30:12,Form 4,0,1,kertas2,Weekend Learner,596867,english,2026-02-22 11:20:00,178,1,14940
33.33,Chapter 7: Graphs of Motion,7,2,Desktop,1996,2026-02-22 15:33:16,Form 4,1,4,kertas2,Weekend Learner,596868,bm,2026-02-22 15:00:00,178,6,14940
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,3,Desktop,726,2026-03-01 15:22:06,Form 4,1,3,kertas1,Weekend Learner,596869,bm,2026-03-01 15:10:00,178,6,14940
28.57,Chapter 3: Logical Reasoning,3,2,Mobile,592,2026-03-07 15:24:52,Form 4,1,5,kertas1,Weekend Learner,596870,bm,2026-03-07 15:15:00,178,7,14940
50.0,Chapter 5: Network in Graph Theory,5,3,Laptop,589,2026-03-07 15:39:49,Form 4,3,3,kertas1,Weekend Learner,596871,bm,2026-03-07 15:30:00,178,6,14940
0.0,Chapter 3: Consumer Mathematics: Insurance,13,0,Mobile,292,2026-03-15 11:04:52,Form 5,0,1,kertas2,Weekend Learner,596872,bm,2026-03-15 11:00:00,178,1,14940
60.0,Chapter 1: Variation,11,3,Desktop,511,2026-03-15 11:28:31,Form 5,2,2,kertas1,Weekend Learner,596873,bm,2026-03-15 11:20:00,178,5,14940
75.0,Chapter 4: Consumer Mathematics: Taxation,14,3,Laptop,310,2026-03-21 16:25:10,Form 5,2,1,kertas1,Weekend Learner,596874,bm,2026-03-21 16:20:00,178,4,14940
37.5,Chapter 10: Consumer Mathematics: Financial Management,10,3,Desktop,2238,2026-03-21 20:37:18,Form 4,1,5,kertas2,Weekend Learner,596875,bm,2026-03-21 20:00:00,178,8,14940
60.0,Chapter 10: Consumer Mathematics: Financial Management,10,3,Desktop,661,2026-03-21 20:41:01,Form 4,2,2,kertas1,Weekend Learner,596876,bm,2026-03-21 20:30:00,178,5,14940
100.0,Chapter 2: Number Bases,2,3,Laptop,451,2026-03-22 10:07:31,Form 4,1,0,kertas2,Weekend Learner,596877,bm,2026-03-22 10:00:00,178,3,14940
18.18,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,2,Mobile,3676,2026-03-22 12:21:16,Form 5,1,9,kertas2,Weekend Learner,596878,english,2026-03-22 11:20:00,178,11,14940
0.0,Chapter 4: Consumer Mathematics: Taxation,14,0,Mobile,472,2026-03-28 10:12:52,Form 5,0,2,kertas2,Weekend Learner,596879,bm,2026-03-28 10:05:00,178,2,14940
0.0,Chapter 2: Number Bases,2,0,Laptop,288,2026-03-29 20:09:48,Form 4,0,1,kertas2,Weekend Learner,596880,bm,2026-03-29 20:05:00,178,1,14940
60.0,Chapter 5: Network in Graph Theory,5,3,Desktop,427,2026-03-29 20:37:07,Form 4,2,2,kertas1,Weekend Learner,596881,bm,2026-03-29 20:30:00,178,5,14940
33.33,Chapter 3: Consumer Mathematics: Insurance,13,3,Desktop,943,2026-04-04 15:35:43,Form 5,3,6,kertas1,Weekend Learner,596882,bm,2026-04-04 15:20:00,178,9,14940
62.5,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,5,Desktop,727,2026-04-04 16:12:07,Form 5,4,3,kertas1,Weekend Learner,596883,bm,2026-04-04 16:00:00,178,8,14940
9.09,Chapter 4: Consumer Mathematics: Taxation,14,1,Mobile,3559,2026-04-04 17:14:19,Form 5,1,10,kertas2,Weekend Learner,596884,english,2026-04-04 16:15:00,178,11,14940
50.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,2,Desktop,394,2026-04-04 16:46:34,Form 5,1,2,kertas1,Weekend Learner,596885,bm,2026-04-04 16:40:00,178,4,14940
50.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,2,Desktop,461,2026-04-05 20:22:41,Form 5,2,2,kertas1,Weekend Learner,596886,bm,2026-04-05 20:15:00,178,4,14940
60.0,Chapter 1: Variation,11,3,Tablet,556,2026-04-11 15:39:16,Form 5,2,2,kertas1,Weekend Learner,596887,bm,2026-04-11 15:30:00,178,5,14940
66.67,Chapter 9: Probability of Combined Events,9,4,Laptop,990,2026-04-11 17:06:30,Form 4,2,2,kertas2,Weekend Learner,596888,bm,2026-04-11 16:50:00,178,6,14940
66.67,Chapter 2: Number Bases,2,2,Mobile,415,2026-04-11 17:13:55,Form 4,2,1,kertas1,Weekend Learner,596889,bm,2026-04-11 17:07:00,178,3,14940
83.33,Chapter 8: Measures of Dispersion for Ungrouped Data,8,5,Laptop,615,2026-04-12 11:25:15,Form 4,4,1,kertas1,Weekend Learner,596890,bm,2026-04-12 11:15:00,178,6,14940
100.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,4,Laptop,364,2026-04-12 16:56:04,Form 4,4,0,kertas1,Weekend Learner,596891,bm,2026-04-12 16:50:00,178,4,14940
100.0,Chapter 2: Matrices,12,1,Mobile,186,2026-04-25 11:13:06,Form 5,1,0,kertas2,Weekend Learner,596892,bm,2026-04-25 11:10:00,178,1,14940
66.67,Chapter 8: Measures of Dispersion for Ungrouped Data,8,4,Desktop,682,2026-04-25 15:16:22,Form 4,2,2,kertas1,Weekend Learner,596893,english,2026-04-25 15:05:00,178,6,14940
75.0,Chapter 1: Variation,11,3,Mobile,502,2026-04-26 11:38:22,Form 5,2,1,kertas2,Weekend Learner,596894,bm,2026-04-26 11:30:00,178,4,14940
42.86,Chapter 4: Consumer Mathematics: Taxation,14,3,Laptop,630,2026-04-26 16:40:30,Form 5,3,4,kertas1,Weekend Learner,596895,bm,2026-04-26 16:30:00,178,7,14940
75.0,Chapter 4: Operations on Sets,4,3,Tablet,478,2026-05-03 10:52:58,Form 4,2,1,kertas1,Weekend Learner,596896,bm,2026-05-03 10:45:00,178,4,14940
55.56,Chapter 3: Logical Reasoning,3,5,Desktop,1485,2026-05-09 10:39:45,Form 4,2,4,kertas2,Weekend Learner,596897,bm,2026-05-09 10:15:00,178,9,14940
25.0,Chapter 4: Consumer Mathematics: Taxation,14,1,Tablet,440,2026-05-09 10:52:20,Form 5,1,3,kertas1,Weekend Learner,596898,bm,2026-05-09 10:45:00,178,4,14940
66.67,Chapter 8: Measures of Dispersion for Ungrouped Data,8,4,Laptop,1055,2026-05-10 16:47:35,Form 4,2,2,kertas2,Weekend Learner,596899,bm,2026-05-10 16:30:00,178,6,14940
55.56,Chapter 1: Variation,11,5,Desktop,738,2026-02-05 20:12:18,Form 5,3,4,kertas1,Flexible Learner,596900,english,2026-02-05 20:00:00,179,9,14941
50.0,Chapter 3: Consumer Mathematics: Insurance,13,1,Mobile,393,2026-02-05 21:26:33,Form 5,1,1,kertas2,Flexible Learner,596901,english,2026-02-05 21:20:00,179,2,14941
50.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,4,Tablet,904,2026-02-06 21:05:04,Form 5,2,4,kertas1,Flexible Learner,596902,english,2026-02-06 20:50:00,179,8,14941
60.0,Chapter 9: Probability of Combined Events,9,3,Desktop,507,2026-02-12 21:23:27,Form 4,3,2,kertas1,Flexible Learner,596903,english,2026-02-12 21:15:00,179,5,14941
66.67,Chapter 7: Graphs of Motion,7,4,Laptop,499,2026-02-18 16:13:19,Form 4,2,2,kertas1,Flexible Learner,596904,english,2026-02-18 16:05:00,179,6,14941
71.43,Chapter 5: Network in Graph Theory,5,5,Laptop,731,2026-02-25 21:02:11,Form 4,4,2,kertas1,Flexible Learner,596905,english,2026-02-25 20:50:00,179,7,14941
66.67,Chapter 7: Graphs of Motion,7,2,Desktop,525,2026-02-26 21:28:45,Form 4,1,1,kertas2,Flexible Learner,596906,bm,2026-02-26 21:20:00,179,3,14941
0.0,Chapter 2: Number Bases,2,0,Desktop,433,2026-03-01 16:52:13,Form 4,0,3,kertas1,Flexible Learner,596907,english,2026-03-01 16:45:00,179,3,14941
66.67,Chapter 1: Quadratic Functions and Equations in One Variable,1,4,Desktop,494,2026-03-03 16:28:14,Form 4,3,2,kertas1,Flexible Learner,596908,english,2026-03-03 16:20:00,179,6,14941
0.0,Chapter 2: Number Bases,2,0,Laptop,339,2026-03-03 21:55:39,Form 4,0,3,kertas1,Flexible Learner,596909,english,2026-03-03 21:50:00,179,3,14941
50.0,Chapter 7: Measures of Dispersion for Grouped Data,17,4,Tablet,2014,2026-03-10 17:18:34,Form 5,1,4,kertas2,Flexible Learner,596910,english,2026-03-10 16:45:00,179,8,14941
0.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,0,Desktop,1566,2026-03-13 20:46:06,Form 4,0,5,kertas2,Flexible Learner,596911,english,2026-03-13 20:20:00,179,5,14941
100.0,Chapter 3: Logical Reasoning,3,2,Mobile,410,2026-03-15 21:51:50,Form 4,2,0,kertas2,Flexible Learner,596912,english,2026-03-15 21:45:00,179,2,14941
16.67,Chapter 3: Consumer Mathematics: Insurance,13,1,Mobile,507,2026-03-16 16:23:27,Form 5,1,5,kertas1,Flexible Learner,596913,english,2026-03-16 16:15:00,179,6,14941
0.0,Chapter 4: Operations on Sets,4,0,Tablet,404,2026-03-17 21:36:44,Form 4,0,2,kertas2,Flexible Learner,596914,english,2026-03-17 21:30:00,179,2,14941
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,3,Laptop,648,2026-03-17 22:40:48,Form 4,3,3,kertas1,Flexible Learner,596915,english,2026-03-17 22:30:00,179,6,14941
60.0,Chapter 6: Linear Inequalities in Two Variables,6,3,Tablet,375,2026-03-19 22:56:15,Form 4,3,2,kertas1,Flexible Learner,596916,english,2026-03-19 22:50:00,179,5,14941
66.67,Chapter 2: Number Bases,2,2,Laptop,249,2026-03-22 16:04:09,Form 4,1,1,kertas1,Flexible Learner,596917,english,2026-03-22 16:00:00,179,3,14941
0.0,Chapter 2: Number Bases,2,0,Laptop,433,2026-03-22 20:47:13,Form 4,0,3,kertas1,Flexible Learner,596918,english,2026-03-22 20:40:00,179,3,14941
83.33,Chapter 8: Measures of Dispersion for Ungrouped Data,8,5,Laptop,567,2026-03-26 16:29:27,Form 4,4,1,kertas1,Flexible Learner,596919,english,2026-03-26 16:20:00,179,6,14941
50.0,Chapter 7: Graphs of Motion,7,2,Desktop,416,2026-03-29 22:51:56,Form 4,1,2,kertas1,Flexible Learner,596920,english,2026-03-29 22:45:00,179,4,14941
12.5,Chapter 4: Consumer Mathematics: Taxation,14,1,Laptop,2645,2026-03-31 16:49:05,Form 5,1,7,kertas2,Flexible Learner,596921,english,2026-03-31 16:05:00,179,8,14941
66.67,Chapter 2: Number Bases,2,2,Desktop,399,2026-04-01 22:16:39,Form 4,2,1,kertas1,Flexible Learner,596922,english,2026-04-01 22:10:00,179,3,14941
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,2,Desktop,479,2026-04-03 21:57:59,Form 4,2,2,kertas1,Flexible Learner,596923,english,2026-04-03 21:50:00,179,4,14941
0.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,0,Desktop,1507,2026-04-07 21:55:07,Form 4,0,5,kertas2,Flexible Learner,596924,english,2026-04-07 21:30:00,179,5,14941
50.0,Chapter 10: Consumer Mathematics: Financial Management,10,3,Desktop,528,2026-04-07 22:48:48,Form 4,2,3,kertas1,Flexible Learner,596925,english,2026-04-07 22:40:00,179,6,14941
0.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,0,Tablet,306,2026-04-13 21:35:06,Form 5,0,2,kertas2,Flexible Learner,596926,english,2026-04-13 21:30:00,179,2,14941
83.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,5,Tablet,482,2026-04-21 21:18:02,Form 4,5,1,kertas1,Flexible Learner,596927,english,2026-04-21 21:10:00,179,6,14941
33.33,Chapter 3: Consumer Mathematics: Insurance,13,3,Tablet,810,2026-04-22 21:53:30,Form 5,2,6,kertas1,Flexible Learner,596928,english,2026-04-22 21:40:00,179,9,14941
80.0,Chapter 2: Matrices,12,4,Desktop,363,2026-04-26 20:26:03,Form 5,2,1,kertas1,Flexible Learner,596929,english,2026-04-26 20:20:00,179,5,14941
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,3,Laptop,585,2026-04-28 21:24:45,Form 4,2,3,kertas1,Flexible Learner,596930,english,2026-04-28 21:15:00,179,6,14941
28.57,Chapter 3: Consumer Mathematics: Insurance,13,2,Desktop,685,2026-05-03 16:41:25,Form 5,2,5,kertas1,Flexible Learner,596931,english,2026-05-03 16:30:00,179,7,14941
25.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,2,Desktop,648,2026-05-03 20:25:48,Form 5,1,6,kertas1,Flexible Learner,596932,english,2026-05-03 20:15:00,179,8,14941
60.0,Chapter 3: Consumer Mathematics: Insurance,13,3,Mobile,477,2026-05-03 22:27:57,Form 5,3,2,kertas1,Flexible Learner,596933,english,2026-05-03 22:20:00,179,5,14941
62.5,Chapter 1: Variation,11,5,Tablet,676,2026-05-06 22:01:16,Form 5,3,3,kertas1,Flexible Learner,596934,english,2026-05-06 21:50:00,179,8,14941
50.0,Chapter 7: Measures of Dispersion for Grouped Data,17,3,Tablet,488,2026-05-08 16:48:08,Form 5,3,3,kertas1,Flexible Learner,596935,english,2026-05-08 16:40:00,179,6,14941
42.86,Chapter 4: Consumer Mathematics: Taxation,14,3,Laptop,591,2026-05-09 20:24:51,Form 5,2,4,kertas1,Flexible Learner,596936,bm,2026-05-09 20:15:00,179,7,14941
100.0,Chapter 6: Linear Inequalities in Two Variables,6,4,Tablet,385,2026-05-10 20:16:25,Form 4,4,0,kertas1,Flexible Learner,596937,english,2026-05-10 20:10:00,179,4,14941
50.0,Chapter 4: Consumer Mathematics: Taxation,14,2,Desktop,412,2026-02-07 10:36:52,Form 5,2,2,kertas1,Weekend Learner,596938,english,2026-02-07 10:30:00,180,4,14942
10.0,Chapter 4: Consumer Mathematics: Taxation,14,1,Mobile,2987,2026-02-07 17:34:47,Form 5,1,9,kertas2,Weekend Learner,596939,bm,2026-02-07 16:45:00,180,10,14942
14.29,Chapter 3: Consumer Mathematics: Insurance,13,1,Desktop,648,2026-02-08 10:30:48,Form 5,1,6,kertas1,Weekend Learner,596940,english,2026-02-08 10:20:00,180,7,14942
40.0,Chapter 9: Probability of Combined Events,9,2,Mobile,535,2026-02-15 15:23:55,Form 4,1,3,kertas1,Weekend Learner,596941,english,2026-02-15 15:15:00,180,5,14942
0.0,Chapter 6: Linear Inequalities in Two Variables,6,0,Desktop,485,2026-02-16 10:18:05,Form 4,0,4,kertas1,Weekend Learner,596942,english,2026-02-16 10:10:00,180,4,14942
20.0,Chapter 5: Network in Graph Theory,5,1,Laptop,456,2026-02-21 11:37:36,Form 4,1,4,kertas1,Weekend Learner,596943,english,2026-02-21 11:30:00,180,5,14942
40.0,Chapter 3: Logical Reasoning,3,2,Tablet,490,2026-02-21 16:48:10,Form 4,1,3,kertas1,Weekend Learner,596944,english,2026-02-21 16:40:00,180,5,14942
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,1,Tablet,466,2026-02-22 10:52:46,Form 4,1,1,kertas2,Weekend Learner,596945,english,2026-02-22 10:45:00,180,2,14942
33.33,Chapter 2: Number Bases,2,1,Laptop,471,2026-03-05 15:22:51,Form 4,1,2,kertas1,Weekend Learner,596946,english,2026-03-05 15:15:00,180,3,14942
28.57,Chapter 1: Variation,11,2,Desktop,675,2026-03-07 10:21:15,Form 5,1,5,kertas1,Weekend Learner,596947,english,2026-03-07 10:10:00,180,7,14942
100.0,Chapter 2: Matrices,12,2,Laptop,349,2026-03-07 11:10:49,Form 5,1,0,kertas2,Weekend Learner,596948,english,2026-03-07 11:05:00,180,2,14942
0.0,Chapter 6: Linear Inequalities in Two Variables,6,0,Desktop,444,2026-03-07 20:27:24,Form 4,0,5,kertas1,Weekend Learner,596949,english,2026-03-07 20:20:00,180,5,14942
16.67,Chapter 4: Consumer Mathematics: Taxation,14,1,Mobile,602,2026-03-08 10:30:02,Form 5,1,5,kertas1,Weekend Learner,596950,english,2026-03-08 10:20:00,180,6,14942
20.0,Chapter 6: Linear Inequalities in Two Variables,6,1,Tablet,567,2026-03-08 15:19:27,Form 4,1,4,kertas1,Weekend Learner,596951,english,2026-03-08 15:10:00,180,5,14942
37.5,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,3,Laptop,784,2026-03-14 16:58:04,Form 5,2,5,kertas1,Weekend Learner,596952,english,2026-03-14 16:45:00,180,8,14942
28.57,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,2,Desktop,578,2026-03-15 20:49:38,Form 5,1,5,kertas1,Weekend Learner,596953,english,2026-03-15 20:40:00,180,7,14942
14.29,Chapter 3: Logical Reasoning,3,1,Tablet,558,2026-03-28 15:19:18,Form 4,1,6,kertas1,Weekend Learner,596954,english,2026-03-28 15:10:00,180,7,14942
0.0,Chapter 6: Linear Inequalities in Two Variables,6,0,Laptop,596,2026-03-29 16:24:56,Form 4,0,3,kertas2,Weekend Learner,596955,english,2026-03-29 16:15:00,180,3,14942
25.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,1,Desktop,885,2026-04-04 10:54:45,Form 4,1,3,kertas2,Weekend Learner,596956,english,2026-04-04 10:40:00,180,4,14942
0.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,0,Desktop,723,2026-04-04 10:57:03,Form 4,0,6,kertas1,Weekend Learner,596957,english,2026-04-04 10:45:00,180,6,14942
25.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,1,Tablet,453,2026-04-06 16:37:33,Form 4,1,3,kertas1,Weekend Learner,596958,english,2026-04-06 16:30:00,180,4,14942
20.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,1,Desktop,521,2026-04-11 11:28:41,Form 4,1,4,kertas1,Weekend Learner,596959,english,2026-04-11 11:20:00,180,5,14942
42.86,Chapter 3: Logical Reasoning,3,3,Mobile,670,2026-04-12 16:41:10,Form 4,2,4,kertas1,Weekend Learner,596960,english,2026-04-12 16:30:00,180,7,14942
0.0,Chapter 7: Graphs of Motion,7,0,Desktop,496,2026-04-18 16:58:16,Form 4,0,3,kertas2,Weekend Learner,596961,english,2026-04-18 16:50:00,180,3,14942
60.0,Chapter 9: Probability of Combined Events,9,3,Laptop,387,2026-04-18 20:21:27,Form 4,1,2,kertas1,Weekend Learner,596962,english,2026-04-18 20:15:00,180,5,14942
20.0,Chapter 7: Measures of Dispersion for Grouped Data,17,1,Laptop,486,2026-04-25 15:18:06,Form 5,1,4,kertas1,Weekend Learner,596963,english,2026-04-25 15:10:00,180,5,14942
20.0,Chapter 6: Linear Inequalities in Two Variables,6,1,Tablet,486,2026-04-26 10:48:06,Form 4,1,4,kertas1,Weekend Learner,596964,english,2026-04-26 10:40:00,180,5,14942
33.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Desktop,609,2026-04-26 11:25:09,Form 4,2,4,kertas1,Weekend Learner,596965,english,2026-04-26 11:15:00,180,6,14942
0.0,Chapter 3: Logical Reasoning,3,0,Laptop,773,2026-05-02 16:17:53,Form 4,0,4,kertas2,Weekend Learner,596966,bm,2026-05-02 16:05:00,180,4,14942
20.0,Chapter 6: Linear Inequalities in Two Variables,6,1,Desktop,449,2026-05-03 11:12:29,Form 4,1,4,kertas1,Weekend Learner,596967,english,2026-05-03 11:05:00,180,5,14942
37.5,Chapter 10: Consumer Mathematics: Financial Management,10,3,Desktop,709,2026-05-07 11:16:49,Form 4,2,5,kertas1,Weekend Learner,596968,english,2026-05-07 11:05:00,180,8,14942
0.0,Chapter 3: Logical Reasoning,3,0,Tablet,645,2026-05-09 15:50:45,Form 4,0,7,kertas1,Weekend Learner,596969,english,2026-05-09 15:40:00,180,7,14942
0.0,Chapter 3: Logical Reasoning,3,0,Laptop,397,2026-05-09 20:51:37,Form 4,0,2,kertas2,Weekend Learner,596970,english,2026-05-09 20:45:00,180,2,14942
33.33,Chapter 8: Measures of Dispersion for Ungrouped Data,8,2,Laptop,549,2026-05-09 20:59:09,Form 4,1,4,kertas1,Weekend Learner,596971,english,2026-05-09 20:50:00,180,6,14942
14.29,Chapter 3: Logical Reasoning,3,1,Mobile,658,2026-05-10 15:10:58,Form 4,1,6,kertas1,Weekend Learner,596972,english,2026-05-10 15:00:00,180,7,14942
50.0,Chapter 3: Consumer Mathematics: Insurance,13,2,Desktop,541,2026-02-03 18:54:01,Form 5,1,2,kertas1,High Achiever,596973,bm,2026-02-03 18:45:00,181,4,14943
50.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,3,Laptop,610,2026-02-03 19:00:10,Form 5,2,3,kertas1,High Achiever,596974,bm,2026-02-03 18:50:00,181,6,14943
75.0,Chapter 10: Consumer Mathematics: Financial Management,10,3,Mobile,531,2026-02-04 18:28:51,Form 4,2,1,kertas1,High Achiever,596975,english,2026-02-04 18:20:00,181,4,14943
50.0,Chapter 5: Network in Graph Theory,5,2,Desktop,1306,2026-02-05 21:01:46,Form 4,1,2,kertas2,High Achiever,596976,english,2026-02-05 20:40:00,181,4,14943
60.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,3,Laptop,506,2026-02-06 19:38:26,Form 5,2,2,kertas1,High Achiever,596977,english,2026-02-06 19:30:00,181,5,14943
83.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,5,Mobile,494,2026-02-06 19:53:14,Form 4,3,1,kertas1,High Achiever,596978,english,2026-02-06 19:45:00,181,6,14943
100.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Desktop,257,2026-02-06 20:34:17,Form 4,2,0,kertas2,High Achiever,596979,english,2026-02-06 20:30:00,181,2,14943
