accuracy_percent,attempts,avg_score_ratio_percent,chapter_id,correct_attempts,is_hidden_strong_topic,is_hidden_weak_topic,persona,synthetic_student_index,user_id
47.62,21,64.36,9,10,0,0,Consistent Climber,766,15528
61.54,13,77.89,10,8,1,0,Consistent Climber,766,15528
29.63,54,35.35,11,16,0,1,Consistent Climber,766,15528
63.16,19,76.47,12,12,0,0,Consistent Climber,766,15528
31.58,19,40.21,13,6,0,1,Consistent Climber,766,15528
57.14,14,72.4,14,8,0,0,Consistent Climber,766,15528
87.5,8,96.67,16,7,0,0,Consistent Climber,766,15528
60.0,10,60.0,17,6,1,0,Consistent Climber,766,15528
20.0,10,32.35,1,2,0,1,Flexible Learner,767,15529
33.33,12,45.43,2,4,0,0,Flexible Learner,767,15529
6.25,16,10.56,3,1,0,1,Flexible Learner,767,15529
18.18,11,21.47,4,2,0,0,Flexible Learner,767,15529
62.5,8,80.0,5,5,1,0,Flexible Learner,767,15529
0.0,3,30.0,6,0,0,0,Flexible Learner,767,15529
27.27,11,36.07,7,3,0,0,Flexible Learner,767,15529
20.0,5,20.0,8,1,0,0,Flexible Learner,767,15529
26.92,26,40.0,10,7,0,1,Flexible Learner,767,15529
40.0,5,35.71,13,2,0,0,Flexible Learner,767,15529
0.0,3,0.0,14,0,0,0,Flexible Learner,767,15529
16.67,6,16.67,15,1,0,0,Flexible Learner,767,15529
64.29,14,74.55,16,9,0,0,Flexible Learner,767,15529
0.0,19,44.24,17,0,1,0,Flexible Learner,767,15529
7.14,28,14.26,1,2,0,1,Weekend Learner,768,15530
0.0,3,0.0,2,0,0,0,Weekend Learner,768,15530
28.57,7,26.67,4,2,0,0,Weekend Learner,768,15530
0.0,3,18.57,5,0,0,0,Weekend Learner,768,15530
2.7,37,14.82,6,1,0,1,Weekend Learner,768,15530
41.67,12,41.67,7,5,0,0,Weekend Learner,768,15530
0.0,6,0.0,8,0,0,0,Weekend Learner,768,15530
5.56,36,10.23,10,2,0,1,Weekend Learner,768,15530
40.0,5,40.0,12,2,0,0,Weekend Learner,768,15530
28.57,7,28.57,14,2,0,0,Weekend Learner,768,15530
57.14,7,57.14,16,4,0,0,Weekend Learner,768,15530
20.0,5,45.77,2,1,0,1,Deep Focus Learner,769,15531
56.0,25,75.32,4,14,0,0,Deep Focus Learner,769,15531
40.0,10,60.59,5,4,0,0,Deep Focus Learner,769,15531
23.4,47,25.97,6,11,0,1,Deep Focus Learner,769,15531
83.33,6,83.33,8,5,0,0,Deep Focus Learner,769,15531
62.5,8,88.0,9,5,1,0,Deep Focus Learner,769,15531
66.67,3,91.43,10,2,1,0,Deep Focus Learner,769,15531
36.36,11,40.62,11,4,0,1,Deep Focus Learner,769,15531
33.33,30,43.57,12,10,0,1,Deep Focus Learner,769,15531
75.0,4,88.0,13,3,0,0,Deep Focus Learner,769,15531
71.43,7,71.43,14,5,0,0,Deep Focus Learner,769,15531
28.57,7,58.0,15,2,0,0,Deep Focus Learner,769,15531
50.0,12,65.62,16,6,0,1,Deep Focus Learner,769,15531
25.0,20,36.74,1,5,0,1,Deep Focus Learner,770,15532
37.5,8,63.48,2,3,0,0,Deep Focus Learner,770,15532
39.58,48,55.6,4,19,0,0,Deep Focus Learner,770,15532
54.55,22,73.55,6,12,0,0,Deep Focus Learner,770,15532
50.0,4,50.0,7,2,1,0,Deep Focus Learner,770,15532
33.33,12,26.0,8,4,0,1,Deep Focus Learner,770,15532
55.0,20,72.29,9,11,0,0,Deep Focus Learner,770,15532
83.33,6,83.33,10,5,1,0,Deep Focus Learner,770,15532
33.33,15,37.5,11,5,0,1,Deep Focus Learner,770,15532
50.0,4,50.0,13,2,1,0,Deep Focus Learner,770,15532
100.0,4,100.0,15,4,1,0,Deep Focus Learner,770,15532
58.33,12,66.43,16,7,0,0,Deep Focus Learner,770,15532
66.67,12,84.1,17,8,0,0,Deep Focus Learner,770,15532
29.63,27,29.63,1,8,0,1,Flexible Learner,771,15533
16.67,6,16.67,2,1,0,0,Flexible Learner,771,15533
35.71,14,35.71,4,5,0,0,Flexible Learner,771,15533
72.73,22,72.73,5,16,0,0,Flexible Learner,771,15533
29.17,72,38.11,6,21,0,1,Flexible Learner,771,15533
50.0,2,55.0,7,1,0,0,Flexible Learner,771,15533
33.33,36,39.24,8,12,0,1,Flexible Learner,771,15533
54.55,11,54.55,10,6,0,0,Flexible Learner,771,15533
31.25,16,31.25,11,5,0,0,Flexible Learner,771,15533
50.0,28,50.0,13,14,0,0,Flexible Learner,771,15533
37.04,27,37.04,14,10,0,1,Flexible Learner,771,15533
25.0,8,25.0,15,2,0,0,Flexible Learner,771,15533
58.82,17,66.67,16,10,0,0,Flexible Learner,771,15533
63.64,11,63.64,17,7,0,0,Flexible Learner,771,15533
43.33,30,63.95,1,13,0,1,Consistent Climber,772,15534
100.0,6,100.0,2,6,1,0,Consistent Climber,772,15534
49.02,51,60.41,3,25,0,1,Consistent Climber,772,15534
52.94,17,72.92,4,9,0,0,Consistent Climber,772,15534
80.0,20,80.0,6,16,1,0,Consistent Climber,772,15534
61.54,26,73.14,7,16,0,0,Consistent Climber,772,15534
71.43,28,88.97,8,20,1,0,Consistent Climber,772,15534
90.0,10,90.0,9,9,0,0,Consistent Climber,772,15534
36.67,30,62.98,10,11,0,1,Consistent Climber,772,15534
61.11,18,72.0,11,11,0,0,Consistent Climber,772,15534
80.0,10,80.0,12,8,0,1,Consistent Climber,772,15534
65.22,23,82.33,13,15,0,0,Consistent Climber,772,15534
55.56,18,83.0,14,10,0,0,Consistent Climber,772,15534
25.0,12,78.71,15,3,0,0,Consistent Climber,772,15534
53.85,13,64.0,16,7,0,0,Consistent Climber,772,15534
70.0,20,80.98,17,14,0,0,Consistent Climber,772,15534
81.25,16,81.25,1,13,0,0,Consistent Climber,773,15535
83.33,6,83.33,2,5,0,0,Consistent Climber,773,15535
39.39,33,44.19,3,13,0,1,Consistent Climber,773,15535
83.33,6,83.33,4,5,0,0,Consistent Climber,773,15535
44.44,54,49.85,5,24,0,1,Consistent Climber,773,15535
66.67,33,81.4,6,22,1,0,Consistent Climber,773,15535
70.59,34,86.12,7,24,1,0,Consistent Climber,773,15535
80.77,26,86.13,8,21,1,0,Consistent Climber,773,15535
50.0,52,57.38,9,26,0,1,Consistent Climber,773,15535
68.18,22,75.77,11,15,0,0,Consistent Climber,773,15535
64.29,42,75.0,12,27,0,0,Consistent Climber,773,15535
62.5,32,68.18,13,20,0,0,Consistent Climber,773,15535
84.21,19,89.29,14,16,0,0,Consistent Climber,773,15535
35.71,14,43.75,15,5,0,0,Consistent Climber,773,15535
69.23,26,72.86,16,18,0,0,Consistent Climber,773,15535
66.67,12,66.67,17,8,0,0,Consistent Climber,773,15535
16.67,6,57.22,1,1,1,0,Flexible Learner,774,15536
100.0,2,100.0,2,2,1,0,Flexible Learner,774,15536
100.0,2,100.0,3,2,0,0,Flexible Learner,774,15536
21.74,23,28.55,4,5,0,0,Flexible Learner,774,15536
8.16,49,23.65,6,4,0,1,Flexible Learner,774,15536
33.33,12,52.05,8,4,1,0,Flexible Learner,774,15536
37.5,8,30.77,9,3,0,0,Flexible Learner,774,15536
50.0,2,60.0,11,1,0,0,Flexible Learner,774,15536
40.0,10,45.54,12,4,0,0,Flexible Learner,774,15536
11.11,36,24.94,13,4,0,1,Flexible Learner,774,15536
27.78,18,34.48,14,5,0,0,Flexible Learner,774,15536
22.45,49,28.35,15,11,0,0,Flexible Learner,774,15536
37.5,8,37.5,16,3,0,0,Flexible Learner,774,15536
44.44,9,69.44,17,4,0,0,Flexible Learner,774,15536
40.0,5,40.0,1,2,0,0,Consistent Climber,775,15537
46.67,15,46.67,2,7,0,1,Consistent Climber,775,15537
71.88,32,74.44,3,23,0,0,Consistent Climber,775,15537
33.33,45,39.54,4,15,0,1,Consistent Climber,775,15537
33.33,3,65.5,5,1,0,0,Consistent Climber,775,15537
80.0,5,80.0,6,4,0,0,Consistent Climber,775,15537
58.82,17,58.82,7,10,0,0,Consistent Climber,775,15537
54.17,24,54.17,8,13,0,0,Consistent Climber,775,15537
100.0,8,100.0,9,8,1,0,Consistent Climber,775,15537
28.21,39,40.41,10,11,0,1,Consistent Climber,775,15537
83.33,12,88.0,11,10,1,0,Consistent Climber,775,15537
68.75,32,68.75,12,22,0,0,Consistent Climber,775,15537
64.29,14,72.06,13,9,0,0,Consistent Climber,775,15537
64.71,17,64.71,14,11,0,0,Consistent Climber,775,15537
37.5,16,37.5,15,6,0,0,Consistent Climber,775,15537
57.14,7,57.14,16,4,0,0,Consistent Climber,775,15537
22.73,44,27.75,17,10,0,1,Consistent Climber,775,15537
69.44,36,88.33,1,25,0,0,Consistent Climber,776,15538
35.71,14,54.64,2,5,0,1,Consistent Climber,776,15538
65.22,23,81.15,3,15,0,0,Consistent Climber,776,15538
40.0,15,69.39,4,6,0,0,Consistent Climber,776,15538
55.0,20,80.66,5,11,0,0,Consistent Climber,776,15538
62.5,24,84.0,6,15,0,0,Consistent Climber,776,15538
66.67,24,81.54,7,16,0,0,Consistent Climber,776,15538
75.0,16,81.82,8,12,0,0,Consistent Climber,776,15538
85.71,7,91.11,9,6,1,0,Consistent Climber,776,15538
34.21,38,51.3,10,13,0,1,Consistent Climber,776,15538
68.42,19,77.78,11,13,0,0,Consistent Climber,776,15538
100.0,17,100.0,12,17,1,0,Consistent Climber,776,15538
33.33,3,80.0,13,1,0,0,Consistent Climber,776,15538
55.88,34,73.41,14,19,0,0,Consistent Climber,776,15538
55.56,18,70.34,15,10,0,0,Consistent Climber,776,15538
87.5,8,87.5,16,7,1,0,Consistent Climber,776,15538
28.57,63,55.75,17,18,0,1,Consistent Climber,776,15538
33.33,30,64.07,1,10,0,0,Consistent Climber,777,15539
50.0,4,60.0,2,2,1,0,Consistent Climber,777,15539
54.55,11,83.12,3,6,1,0,Consistent Climber,777,15539
60.0,5,77.5,4,3,0,0,Consistent Climber,777,15539
81.82,11,81.82,5,9,0,0,Consistent Climber,777,15539
75.0,8,89.23,6,6,1,0,Consistent Climber,777,15539
50.0,28,65.82,7,14,0,0,Consistent Climber,777,15539
29.63,27,56.54,8,8,0,1,Consistent Climber,777,15539
58.82,17,75.45,9,10,0,0,Consistent Climber,777,15539
44.0,25,62.14,10,11,0,0,Consistent Climber,777,15539
66.67,12,76.47,11,8,0,0,Consistent Climber,777,15539
33.33,9,69.82,13,3,0,0,Consistent Climber,777,15539
63.64,11,81.85,14,7,0,0,Consistent Climber,777,15539
20.0,40,36.61,15,8,0,1,Consistent Climber,777,15539
74.47,47,82.88,16,35,0,0,Consistent Climber,777,15539
56.52,23,71.84,17,13,0,0,Consistent Climber,777,15539
25.0,4,25.0,1,1,0,0,Weekend Learner,778,15540
66.67,6,66.67,2,4,0,0,Weekend Learner,778,15540
55.0,20,55.0,4,11,1,0,Weekend Learner,778,15540
25.0,8,25.0,5,2,0,0,Weekend Learner,778,15540
45.45,11,51.47,6,5,0,0,Weekend Learner,778,15540
75.0,4,75.0,7,3,0,0,Weekend Learner,778,15540
40.0,5,40.0,8,2,0,0,Weekend Learner,778,15540
40.0,5,40.0,9,2,0,0,Weekend Learner,778,15540
75.0,4,75.0,10,3,0,0,Weekend Learner,778,15540
27.27,11,36.54,11,3,0,1,Weekend Learner,778,15540
66.67,15,66.67,12,10,0,0,Weekend Learner,778,15540
20.0,20,20.0,14,4,0,1,Weekend Learner,778,15540
38.89,18,38.89,15,7,0,1,Weekend Learner,778,15540
83.33,12,83.33,16,10,0,0,Weekend Learner,778,15540
18.18,11,32.5,17,2,0,0,Weekend Learner,778,15540
34.38,32,60.23,1,11,0,1,High Achiever,779,15541
85.71,7,92.86,2,6,1,0,High Achiever,779,15541
86.67,15,89.47,3,13,1,0,High Achiever,779,15541
42.31,26,77.59,4,11,0,0,High Achiever,779,15541
75.86,29,84.88,5,22,0,0,High Achiever,779,15541
80.0,10,87.06,6,8,0,0,High Achiever,779,15541
92.31,13,93.33,7,12,1,0,High Achiever,779,15541
50.82,61,68.4,8,31,0,1,High Achiever,779,15541
80.0,5,80.0,9,4,0,0,High Achiever,779,15541
54.55,22,69.03,10,12,0,0,High Achiever,779,15541
63.33,30,70.81,11,19,0,0,High Achiever,779,15541
37.5,32,45.09,12,12,0,1,High Achiever,779,15541
66.67,3,86.67,13,2,0,0,High Achiever,779,15541
48.15,27,84.39,14,13,1,0,High Achiever,779,15541
50.0,24,81.25,15,12,0,0,High Achiever,779,15541
56.52,23,67.76,16,13,0,1,High Achiever,779,15541
62.86,35,86.62,17,22,0,0,High Achiever,779,15541
75.0,12,75.0,1,9,0,0,Consistent Climber,780,15542
58.33,12,58.33,2,7,0,0,Consistent Climber,780,15542
66.67,9,66.67,3,6,0,1,Consistent Climber,780,15542
56.86,51,75.58,4,29,1,0,Consistent Climber,780,15542
71.43,21,71.43,5,15,1,0,Consistent Climber,780,15542
16.67,6,50.0,6,1,0,0,Consistent Climber,780,15542
75.0,12,86.11,7,9,0,0,Consistent Climber,780,15542
41.86,43,41.67,8,18,0,1,Consistent Climber,780,15542
36.84,19,36.84,9,7,0,0,Consistent Climber,780,15542
50.0,18,52.63,10,9,0,0,Consistent Climber,780,15542
40.0,50,42.22,11,20,0,1,Consistent Climber,780,15542
70.0,10,70.0,12,7,1,0,Consistent Climber,780,15542
70.0,10,70.0,13,7,1,0,Consistent Climber,780,15542
100.0,4,100.0,14,4,0,0,Consistent Climber,780,15542
42.31,26,52.38,15,11,0,0,Consistent Climber,780,15542
65.79,38,70.0,16,25,0,0,Consistent Climber,780,15542
50.0,12,50.0,17,6,0,0,Consistent Climber,780,15542
100.0,4,100.0,1,4,0,0,High Achiever,781,15543
66.67,9,89.62,2,6,0,0,High Achiever,781,15543
20.0,5,41.88,3,1,0,1,High Achiever,781,15543
42.86,56,60.59,4,24,0,1,High Achiever,781,15543
66.67,12,66.67,5,8,0,0,High Achiever,781,15543
37.5,8,78.57,6,3,0,0,High Achiever,781,15543
80.0,10,90.56,7,8,0,0,High Achiever,781,15543
75.0,4,95.56,8,3,1,0,High Achiever,781,15543
30.0,10,55.29,9,3,0,1,High Achiever,781,15543
60.0,5,60.0,10,3,0,0,High Achiever,781,15543
100.0,5,100.0,11,5,0,0,High Achiever,781,15543
80.0,10,87.41,12,8,0,0,High Achiever,781,15543
100.0,6,100.0,13,6,0,0,High Achiever,781,15543
92.86,14,95.65,14,13,1,0,High Achiever,781,15543
50.0,30,83.03,15,15,0,0,High Achiever,781,15543
75.0,4,95.0,16,3,0,0,High Achiever,781,15543
28.4,81,57.81,17,23,0,1,High Achiever,781,15543
40.0,5,66.67,2,2,0,0,Weekend Learner,782,15544
25.0,4,25.0,3,1,0,1,Weekend Learner,782,15544
69.23,13,69.23,4,9,0,0,Weekend Learner,782,15544
37.5,8,37.5,5,3,0,0,Weekend Learner,782,15544
66.67,6,75.0,6,4,1,0,Weekend Learner,782,15544
16.67,6,50.0,7,1,0,0,Weekend Learner,782,15544
50.0,4,75.0,8,2,0,0,Weekend Learner,782,15544
75.0,8,86.36,10,6,0,0,Weekend Learner,782,15544
58.33,12,67.65,11,7,1,0,Weekend Learner,782,15544
40.91,22,41.31,12,9,0,1,Weekend Learner,782,15544
30.77,13,51.79,13,4,0,0,Weekend Learner,782,15544
42.86,7,42.86,14,3,0,0,Weekend Learner,782,15544
40.54,37,33.0,15,15,0,1,Weekend Learner,782,15544
50.0,18,79.07,1,9,0,0,Flexible Learner,783,15545
33.33,12,48.82,2,4,0,0,Flexible Learner,783,15545
68.75,16,72.06,3,11,0,0,Flexible Learner,783,15545
46.15,26,70.5,4,12,0,0,Flexible Learner,783,15545
50.0,4,50.0,5,2,0,0,Flexible Learner,783,15545
27.27,11,58.25,6,3,0,0,Flexible Learner,783,15545
50.0,8,67.65,7,4,0,0,Flexible Learner,783,15545
28.57,21,43.22,8,6,0,1,Flexible Learner,783,15545
25.0,24,68.09,10,6,0,0,Flexible Learner,783,15545
85.71,7,91.67,11,6,1,0,Flexible Learner,783,15545
45.0,20,56.27,12,9,0,1,Flexible Learner,783,15545
52.38,21,61.12,13,11,0,0,Flexible Learner,783,15545
67.86,28,83.9,14,19,0,0,Flexible Learner,783,15545
25.58,43,37.1,15,11,0,1,Flexible Learner,783,15545
53.33,15,53.33,16,8,0,0,Flexible Learner,783,15545
37.5,16,62.65,17,6,0,0,Flexible Learner,783,15545
81.25,16,88.12,1,13,0,0,Flexible Learner,784,15546
50.0,8,71.25,2,4,0,0,Flexible Learner,784,15546
50.0,6,64.38,3,3,0,0,Flexible Learner,784,15546
28.57,7,57.67,4,2,0,0,Flexible Learner,784,15546
40.0,35,52.8,5,14,0,1,Flexible Learner,784,15546
33.33,9,64.29,6,3,0,0,Flexible Learner,784,15546
40.0,10,60.83,7,4,0,1,Flexible Learner,784,15546
59.09,22,67.5,8,13,0,0,Flexible Learner,784,15546
33.33,9,57.86,9,3,0,0,Flexible Learner,784,15546
60.0,5,87.5,10,3,1,0,Flexible Learner,784,15546
40.0,15,45.91,11,6,0,1,Flexible Learner,784,15546
61.9,21,67.24,12,13,0,0,Flexible Learner,784,15546
75.0,12,86.36,13,9,1,0,Flexible Learner,784,15546
42.86,7,61.54,14,3,0,0,Flexible Learner,784,15546
33.33,6,33.33,15,2,1,0,Flexible Learner,784,15546
71.43,7,77.78,16,5,1,0,Flexible Learner,784,15546
40.0,15,63.33,17,6,0,0,Flexible Learner,784,15546
75.0,8,70.0,1,6,0,0,Consistent Climber,785,15547
41.67,12,54.17,2,5,0,0,Consistent Climber,785,15547
19.35,31,21.47,3,6,0,1,Consistent Climber,785,15547
23.08,39,43.45,4,9,0,0,Consistent Climber,785,15547
62.96,27,62.96,5,17,0,0,Consistent Climber,785,15547
85.0,20,85.0,6,17,1,0,Consistent Climber,785,15547
63.64,11,63.64,7,7,0,0,Consistent Climber,785,15547
54.55,11,54.55,8,6,0,0,Consistent Climber,785,15547
50.0,14,50.0,9,7,0,0,Consistent Climber,785,15547
22.22,36,26.79,10,8,0,1,Consistent Climber,785,15547
44.0,50,44.0,11,22,0,0,Consistent Climber,785,15547
100.0,8,100.0,12,8,1,0,Consistent Climber,785,15547
57.89,19,68.06,13,11,0,0,Consistent Climber,785,15547
40.0,5,62.31,14,2,0,0,Consistent Climber,785,15547
38.1,21,38.1,15,8,0,0,Consistent Climber,785,15547
52.38,21,52.38,16,11,0,0,Consistent Climber,785,15547
14.29,7,46.15,17,1,1,0,Consistent Climber,785,15547
16.67,12,16.67,1,2,0,1,Weekend Learner,786,15548
50.0,8,50.0,3,4,0,0,Weekend Learner,786,15548
47.62,21,47.62,5,10,0,0,Weekend Learner,786,15548
28.57,14,28.57,7,4,0,1,Weekend Learner,786,15548
50.0,6,50.0,8,3,0,0,Weekend Learner,786,15548
20.0,5,20.0,9,1,0,0,Weekend Learner,786,15548
41.94,31,45.51,10,13,0,1,Weekend Learner,786,15548
53.85,13,53.85,11,7,0,0,Weekend Learner,786,15548
29.17,24,31.18,12,7,0,1,Weekend Learner,786,15548
37.5,16,50.0,13,6,0,0,Weekend Learner,786,15548
38.46,13,38.46,14,5,0,0,Weekend Learner,786,15548
50.0,18,50.0,15,9,0,0,Weekend Learner,786,15548
58.33,24,58.33,16,14,0,0,Weekend Learner,786,15548
20.0,40,24.56,17,8,0,1,Weekend Learner,786,15548
60.0,5,77.14,1,3,1,0,Consistent Climber,787,15549
100.0,9,100.0,2,9,0,0,Consistent Climber,787,15549
100.0,5,100.0,3,5,1,0,Consistent Climber,787,15549
66.67,15,66.67,4,10,0,0,Consistent Climber,787,15549
47.37,19,59.81,5,9,0,1,Consistent Climber,787,15549
55.17,29,60.31,6,16,0,1,Consistent Climber,787,15549
69.23,13,69.23,7,9,0,0,Consistent Climber,787,15549
100.0,8,100.0,8,8,0,0,Consistent Climber,787,15549
20.0,5,20.0,9,1,0,0,Consistent Climber,787,15549
100.0,4,100.0,10,4,0,0,Consistent Climber,787,15549
90.0,10,90.0,11,9,0,0,Consistent Climber,787,15549
100.0,5,100.0,12,5,0,0,Consistent Climber,787,15549
90.91,11,90.91,13,10,1,0,Consistent Climber,787,15549
47.37,19,47.37,14,9,0,1,Consistent Climber,787,15549
70.37,27,70.37,15,19,0,0,Consistent Climber,787,15549
64.29,14,65.62,16,9,0,1,Consistent Climber,787,15549
44.83,58,58.88,17,26,0,1,Consistent Climber,787,15549
81.82,22,85.6,1,18,1,0,Consistent Climber,788,15550
35.0,20,36.29,2,7,0,1,Consistent Climber,788,15550
50.0,6,50.0,3,3,0,0,Consistent Climber,788,15550
34.21,38,56.42,4,13,0,0,Consistent Climber,788,15550
44.44,18,56.67,5,8,0,0,Consistent Climber,788,15550
36.84,19,56.94,6,7,0,0,Consistent Climber,788,15550
66.67,9,65.45,7,6,0,0,Consistent Climber,788,15550
65.38,26,68.97,8,17,0,0,Consistent Climber,788,15550
45.83,24,57.56,10,11,0,0,Consistent Climber,788,15550
56.67,30,66.32,11,17,0,0,Consistent Climber,788,15550
66.67,18,79.31,12,12,0,0,Consistent Climber,788,15550
81.82,22,84.62,13,18,1,0,Consistent Climber,788,15550
43.75,32,54.2,15,14,0,0,Consistent Climber,788,15550
53.85,26,55.71,16,14,0,0,Consistent Climber,788,15550
25.0,80,39.93,17,20,0,1,Consistent Climber,788,15550
12.9,31,14.85,1,4,0,1,Flexible Learner,789,15551
0.0,3,0.0,2,0,0,1,Flexible Learner,789,15551
26.32,19,26.32,3,5,0,0,Flexible Learner,789,15551
30.3,33,32.5,4,10,0,0,Flexible Learner,789,15551
18.18,22,20.71,5,4,0,0,Flexible Learner,789,15551
30.0,10,30.0,6,3,0,0,Flexible Learner,789,15551
50.0,14,50.0,7,7,0,0,Flexible Learner,789,15551
12.5,48,31.32,8,6,0,1,Flexible Learner,789,15551
14.81,27,14.81,10,4,0,1,Flexible Learner,789,15551
33.33,9,33.33,11,3,0,0,Flexible Learner,789,15551
20.0,5,20.0,12,1,0,0,Flexible Learner,789,15551
25.0,4,25.0,13,1,0,0,Flexible Learner,789,15551
21.43,14,45.83,15,3,1,0,Flexible Learner,789,15551
71.43,14,71.43,16,10,1,0,Flexible Learner,789,15551
11.63,43,13.75,17,5,0,1,Flexible Learner,789,15551
26.83,41,27.4,1,11,0,1,Weekend Learner,790,15552
43.18,44,46.28,3,19,0,1,Weekend Learner,790,15552
46.67,15,46.67,4,7,1,0,Weekend Learner,790,15552
62.07,29,62.07,5,18,0,0,Weekend Learner,790,15552
50.0,20,64.6,6,10,0,0,Weekend Learner,790,15552
40.0,15,47.06,7,6,0,1,Weekend Learner,790,15552
29.41,17,29.41,8,5,0,0,Weekend Learner,790,15552
40.0,15,50.0,10,6,0,1,Weekend Learner,790,15552
57.14,7,57.14,11,4,0,0,Weekend Learner,790,15552
87.5,16,86.76,12,14,1,0,Weekend Learner,790,15552
100.0,4,100.0,13,4,1,0,Weekend Learner,790,15552
6.67,15,29.04,14,1,0,1,Weekend Learner,790,15552
50.0,4,50.0,16,2,0,0,Weekend Learner,790,15552
45.45,11,67.69,17,5,0,0,Weekend Learner,790,15552
32.76,58,44.54,1,19,0,1,Consistent Climber,791,15553
66.67,3,66.67,2,2,0,0,Consistent Climber,791,15553
58.06,31,74.87,3,18,1,0,Consistent Climber,791,15553
41.18,34,56.3,4,14,0,0,Consistent Climber,791,15553
72.41,29,72.41,5,21,0,0,Consistent Climber,791,15553
45.45,22,65.76,6,10,0,0,Consistent Climber,791,15553
70.0,20,72.73,7,14,1,0,Consistent Climber,791,15553
50.0,10,68.12,8,5,0,0,Consistent Climber,791,15553
17.65,34,29.0,9,6,0,1,Consistent Climber,791,15553
58.82,17,69.0,10,10,1,0,Consistent Climber,791,15553
83.33,6,89.09,11,5,0,0,Consistent Climber,791,15553
35.48,31,30.56,12,11,0,1,Consistent Climber,791,15553
56.1,41,59.09,13,23,1,0,Consistent Climber,791,15553
41.67,24,64.05,14,10,0,0,Consistent Climber,791,15553
54.55,22,54.55,15,12,0,0,Consistent Climber,791,15553
57.14,14,57.14,16,8,0,0,Consistent Climber,791,15553
40.0,40,53.91,17,16,0,0,Consistent Climber,791,15553
72.73,11,72.73,1,8,0,0,Consistent Climber,792,15554
50.0,6,50.0,2,3,0,0,Consistent Climber,792,15554
51.85,54,59.0,3,28,0,1,Consistent Climber,792,15554
61.11,18,61.11,4,11,0,0,Consistent Climber,792,15554
46.88,32,76.47,6,15,0,0,Consistent Climber,792,15554
54.55,33,54.55,7,18,0,1,Consistent Climber,792,15554
77.27,22,77.27,8,17,0,0,Consistent Climber,792,15554
60.0,10,60.0,9,6,0,0,Consistent Climber,792,15554
55.56,18,77.04,10,10,0,0,Consistent Climber,792,15554
50.91,55,57.46,11,28,0,1,Consistent Climber,792,15554
65.22,23,65.22,12,15,0,1,Consistent Climber,792,15554
50.0,4,50.0,13,2,0,0,Consistent Climber,792,15554
75.0,8,75.0,14,6,0,0,Consistent Climber,792,15554
42.86,21,67.88,15,9,0,0,Consistent Climber,792,15554
100.0,5,100.0,16,5,1,0,Consistent Climber,792,15554
80.0,10,86.67,1,8,0,0,Flexible Learner,793,15555
66.67,12,66.67,3,8,0,0,Flexible Learner,793,15555
43.75,16,68.52,4,7,1,0,Flexible Learner,793,15555
76.67,30,76.67,5,23,0,0,Flexible Learner,793,15555
62.5,16,74.78,6,10,0,0,Flexible Learner,793,15555
40.0,10,40.0,7,4,0,0,Flexible Learner,793,15555
100.0,4,100.0,8,4,0,0,Flexible Learner,793,15555
20.0,10,20.0,9,2,0,1,Flexible Learner,793,15555
71.43,14,80.56,10,10,0,0,Flexible Learner,793,15555
88.89,9,92.31,11,8,0,0,Flexible Learner,793,15555
66.67,24,71.58,12,16,0,0,Flexible Learner,793,15555
28.57,7,28.57,13,2,0,0,Flexible Learner,793,15555
69.23,13,69.23,14,9,0,0,Flexible Learner,793,15555
70.0,10,70.0,16,7,0,0,Flexible Learner,793,15555
22.22,18,22.22,17,4,0,1,Flexible Learner,793,15555
16.67,12,16.67,1,2,0,0,Flexible Learner,794,15556
0.0,2,0.0,2,0,0,0,Flexible Learner,794,15556
64.29,14,64.29,3,9,1,0,Flexible Learner,794,15556
33.33,3,30.0,5,1,0,0,Flexible Learner,794,15556
20.0,5,20.0,6,1,0,0,Flexible Learner,794,15556
38.64,44,45.6,7,17,0,0,Flexible Learner,794,15556
10.53,19,16.67,8,2,0,1,Flexible Learner,794,15556
13.33,15,13.33,9,2,0,1,Flexible Learner,794,15556
57.14,7,57.14,10,4,0,0,Flexible Learner,794,15556
54.55,11,60.0,11,6,1,0,Flexible Learner,794,15556
50.0,6,30.0,12,3,0,0,Flexible Learner,794,15556
18.18,11,18.18,13,2,0,1,Flexible Learner,794,15556
2.7,37,18.25,14,1,0,1,Flexible Learner,794,15556
26.32,19,26.32,15,5,0,0,Flexible Learner,794,15556
50.0,20,47.73,16,10,0,0,Flexible Learner,794,15556
40.0,10,40.0,17,4,1,0,Flexible Learner,794,15556
82.35,17,82.35,1,14,0,0,Consistent Climber,795,15557
100.0,7,100.0,2,7,1,0,Consistent Climber,795,15557
40.0,15,56.56,3,6,0,0,Consistent Climber,795,15557
75.0,16,75.0,4,12,0,0,Consistent Climber,795,15557
45.45,22,45.45,5,10,0,0,Consistent Climber,795,15557
29.09,55,31.14,6,16,0,1,Consistent Climber,795,15557
0.0,10,13.93,7,0,0,1,Consistent Climber,795,15557
40.0,20,39.26,8,8,0,1,Consistent Climber,795,15557
44.0,25,55.91,9,11,0,1,Consistent Climber,795,15557
36.84,19,36.84,10,7,0,1,Consistent Climber,795,15557
57.14,14,60.0,11,8,0,0,Consistent Climber,795,15557
40.0,10,63.75,12,4,0,0,Consistent Climber,795,15557
57.14,14,66.52,13,8,0,0,Consistent Climber,795,15557
