active_day_ratio,active_days,active_days_last_7_days,avg_session_minutes,avg_time_per_question,evening_session_ratio,max_streak,pattern_label,persona,questions_per_session,recent_active_day_ratio,session_growth_ratio,sessions_last_7_days,sessions_previous_7_days,study_minutes_last_7_days,study_minutes_previous_7_days,synthetic_student_index,total_questions,total_sessions,total_study_minutes,user_id,weekend_session_ratio
0.6575,48,1,11.43,111.1,1.0,5,Consistent Climber,Consistent Climber,5.08,1.0,-0.8571,1,7,18.15,61.68,871,371,73,834.35,15633,0.0
0.75,21,1,14.57,136.99,1.0,3,Deep Focus Learner,Deep Focus Learner,5.54,1.0,-0.6667,1,3,6.53,31.35,872,155,28,408.05,15634,0.4643
0.82,41,3,13.25,145.97,0.78,5,Flexible Learner,Flexible Learner,4.68,1.0,-0.5,3,6,18.67,59.92,873,234,50,662.73,15635,0.34
0.76,38,3,14.72,145.91,0.74,6,Flexible Learner,Flexible Learner,5.3,0.6,0.0,5,5,34.9,69.67,874,265,50,735.97,15636,0.28
1.0,12,0,9.89,88.35,0.6667,2,Fresh Starter,Fresh Starter,5.17,0,-1.0,0,2,0.0,33.4,875,62,12,118.65,15637,0.1667
0.7727,17,1,9.2,93.18,0.1364,2,Weekend Learner,Weekend Learner,4.68,1.0,0.0,1,1,7.65,8.53,876,103,22,202.3,15638,0.9545
0.96,24,3,12.69,124.55,1.0,2,Deep Focus Learner,Deep Focus Learner,5.2,1.0,0.5,3,2,87.93,32.88,877,130,25,317.35,15639,0.2
0.7692,50,4,14.82,140.1,1.0,3,High Achiever,High Achiever,5.57,0.8,0.25,5,4,103.98,69.88,878,362,65,963.47,15640,0.2
0.7447,35,0,11.77,148.22,0.8085,3,Flexible Learner,Flexible Learner,4.02,0,-1.0,0,2,0.0,13.53,879,189,47,553.0,15641,0.1915
0.5844,45,3,10.92,97.09,1.0,5,Consistent Climber,Consistent Climber,5.62,0.75,-0.2,4,5,40.93,52.33,880,433,77,841.02,15642,0.0
0.5116,22,2,11.13,105.19,0.1163,2,Weekend Learner,Weekend Learner,5.33,0.4,1.5,5,2,48.78,22.42,881,229,43,478.38,15643,0.9535
0.8605,37,1,16.31,170.97,0.7674,5,Flexible Learner,Flexible Learner,5.07,1.0,-0.5,1,2,7.42,11.55,882,218,43,701.43,15644,0.2558
0.8276,24,1,14.21,147.88,0.7931,2,Flexible Learner,Flexible Learner,4.97,0.5,2,2,0,18.82,0.0,883,144,29,412.18,15645,0.3448
0.75,21,0,12.12,110.71,1.0,3,Deep Focus Learner,Deep Focus Learner,5.61,0,-1.0,0,1,0.0,9.98,884,157,28,339.45,15646,0.2143
0.8421,16,0,9.24,80.58,1.0,2,Deep Focus Learner,Deep Focus Learner,5.47,0,-1.0,0,2,0.0,19.85,885,104,19,175.57,15647,0.1579
0.875,28,1,11.02,91.62,0.75,3,Flexible Learner,Flexible Learner,5.91,1.0,-0.75,1,4,9.33,40.23,886,189,32,352.78,15648,0.3438
0.5696,45,5,15.29,157.02,1.0,5,Consistent Climber,Consistent Climber,5.15,0.625,0.1429,8,7,80.88,178.22,887,407,79,1208.28,15649,0.0
0.8684,33,5,11.02,124.68,1.0,4,Deep Focus Learner,Deep Focus Learner,4.39,0.7143,2.5,7,2,64.65,21.52,888,167,38,418.75,15650,0.2895
0.5435,25,2,12.14,125.88,0.1957,3,Weekend Learner,Weekend Learner,4.87,0.6667,0.5,3,2,25.72,12.88,889,224,46,558.55,15651,0.9783
0.7759,45,3,8.93,87.24,1.0,4,Consistent Climber,Consistent Climber,4.79,0.75,-0.3333,4,6,38.47,89.68,890,278,58,518.1,15652,0.0
0.6667,22,3,9.62,91.25,1.0,3,Deep Focus Learner,Deep Focus Learner,5.15,1.0,3,3,0,29.2,0.0,891,170,33,317.53,15653,0.2121
0.7941,27,1,12.33,102.78,0.7059,3,Flexible Learner,Flexible Learner,6.06,1.0,0.0,1,1,7.57,9.58,892,206,34,419.12,15654,0.4412
0.6452,40,1,12.35,116.01,1.0,5,Consistent Climber,Consistent Climber,5.32,1.0,-0.8,1,5,7.33,49.75,893,330,62,765.52,15655,0.0
0.5946,44,2,13.28,135.15,1.0,5,Consistent Climber,Consistent Climber,5.11,0.6667,-0.5714,3,7,27.7,84.08,894,378,74,982.83,15656,0.0
1.0,8,0,12.64,123.53,0.75,2,Fresh Starter,Fresh Starter,5.38,0,-1.0,0,1,0.0,10.58,895,43,8,101.15,15657,0.25
0.8684,33,0,12.86,123.9,1.0,3,Deep Focus Learner,Deep Focus Learner,5.34,0,-1.0,0,3,0.0,21.25,896,203,38,488.57,15658,0.2368
0.7037,38,3,14.36,134.93,0.7593,5,Flexible Learner,Flexible Learner,5.57,0.6,1.5,5,2,70.22,17.17,897,301,54,775.35,15659,0.1667
0.5116,22,2,10.54,93.16,0.2326,2,Weekend Learner,Weekend Learner,5.53,0.4,-0.1667,5,6,64.03,83.92,898,238,43,453.35,15660,0.9767
0.6282,49,4,9.95,98.34,1.0,5,Consistent Climber,Consistent Climber,5.0,0.5714,0.75,7,4,70.17,30.03,899,390,78,776.18,15661,0.0
0.6066,37,0,8.93,86.2,1.0,5,Consistent Climber,Consistent Climber,4.93,0,-1.0,0,6,0.0,51.33,900,301,61,544.52,15662,0.0
0.7083,34,4,11.21,103.2,1.0,4,Consistent Climber,Consistent Climber,5.38,0.8,0.0,5,5,57.67,39.8,901,258,48,538.18,15663,0.0
0.5443,43,4,12.8,123.19,1.0,5,Consistent Climber,Consistent Climber,5.32,0.8,0.25,5,4,98.25,51.87,902,420,79,1011.55,15664,0.0
0.6429,18,0,12.91,156.31,0.0714,2,Weekend Learner,Weekend Learner,4.29,0,-1.0,0,4,0.0,78.95,903,120,28,361.6,15665,0.9643
0.7556,34,3,15.55,165.68,1.0,3,Consistent Climber,Consistent Climber,5.0,0.75,0.3333,4,3,30.27,99.92,904,225,45,699.95,15666,0.0
0.5208,25,1,12.17,125.84,0.2083,2,Weekend Learner,Weekend Learner,4.98,0.3333,-0.4,3,5,17.73,88.78,905,239,48,584.08,15667,1.0
0.7647,39,4,20.66,202.21,1.0,3,High Achiever,High Achiever,5.57,1.0,1.0,4,2,132.35,14.13,906,284,51,1053.7,15668,0.2549
0.7818,43,3,14.6,149.25,0.7273,4,Flexible Learner,Flexible Learner,5.09,0.75,1.0,4,2,34.95,62.52,907,280,55,802.87,15669,0.3636
0.76,19,3,8.86,80.43,1.0,3,Deep Focus Learner,Deep Focus Learner,5.28,1.0,3,3,0,27.72,0.0,908,132,25,221.48,15670,0.36
0.6562,42,3,11.05,100.88,1.0,4,Consistent Climber,Consistent Climber,5.48,1.0,0.5,3,2,29.3,17.43,909,351,64,707.23,15671,0.0
1.0,23,3,13.74,139.62,0.6087,2,Fresh Starter,Fresh Starter,5.22,1.0,0.5,3,2,24.07,62.78,910,120,23,316.1,15672,0.3913
1.0,22,2,8.35,96.37,0.5909,2,Fresh Starter,Fresh Starter,3.95,1.0,2,2,0,21.5,0.0,911,87,22,183.75,15673,0.3636
0.75,39,4,15.94,148.62,1.0,3,High Achiever,High Achiever,5.67,0.8,1.5,5,2,82.3,51.5,912,295,52,828.93,15674,0.2692
0.6522,45,2,17.57,181.09,1.0,5,Consistent Climber,Consistent Climber,5.17,1.0,-0.5,2,4,29.03,38.97,913,357,69,1212.18,15675,0.0
0.8103,47,4,16.12,151.91,1.0,5,High Achiever,High Achiever,5.62,1.0,0.3333,4,3,35.45,27.08,914,326,58,935.18,15676,0.1207
1.0,14,0,8.64,77.82,0.5714,2,Fresh Starter,Fresh Starter,5.21,0,-1.0,0,2,0.0,17.08,915,73,14,120.9,15677,0.1429
0.6056,43,2,12.0,109.04,1.0,5,Consistent Climber,Consistent Climber,5.49,0.5,0.3333,4,3,36.98,81.72,916,390,71,852.28,15678,0.0
0.82,41,3,10.28,101.91,0.78,5,Flexible Learner,Flexible Learner,4.94,0.75,3.0,4,1,33.87,12.08,917,247,50,513.88,15679,0.2
0.5106,24,2,11.82,138.18,0.234,2,Weekend Learner,Weekend Learner,4.36,0.6667,2.0,3,1,39.8,7.28,918,205,47,555.52,15680,0.9574
0.5714,24,1,13.35,158.33,0.2857,2,Weekend Learner,Weekend Learner,4.38,0.5,-0.3333,2,3,19.52,17.12,919,184,42,560.78,15681,0.9762
0.525,21,2,9.32,85.59,0.225,2,Weekend Learner,Weekend Learner,5.28,0.6667,0.5,3,2,24.68,14.48,920,211,40,372.75,15682,1.0
0.8947,34,3,10.83,108.17,0.6316,4,Flexible Learner,Flexible Learner,4.97,1.0,0.0,3,3,19.05,31.08,921,189,38,411.37,15683,0.2105
0.5882,20,2,13.76,136.63,0.1471,2,Weekend Learner,Weekend Learner,5.21,0.6667,0.5,3,2,27.65,13.05,922,177,34,467.68,15684,0.9412
0.75,42,4,11.86,110.71,1.0,5,Consistent Climber,Consistent Climber,5.48,0.5714,6.0,7,1,58.7,9.73,923,307,56,664.18,15685,0.0
1.0,20,1,15.36,139.6,0.65,3,Fresh Starter,Fresh Starter,5.8,1.0,0.0,1,1,9.02,25.25,924,116,20,307.13,15686,0.35
1.0,11,1,10.52,114.42,0.6364,1,Fresh Starter,Fresh Starter,4.55,1.0,0.0,1,1,7.73,7.1,925,50,11,115.73,15687,0.6364
0.78,39,3,12.84,128.58,0.78,5,Flexible Learner,Flexible Learner,5.08,1.0,3,3,0,29.35,0.0,926,254,50,641.87,15688,0.26
0.7778,21,2,15.82,189.07,1.0,2,Deep Focus Learner,Deep Focus Learner,4.44,0.6667,0.0,3,3,92.1,37.68,927,120,27,427.1,15689,0.4444
0.8485,28,2,9.51,82.02,0.6667,5,Flexible Learner,Flexible Learner,5.61,1.0,1.0,2,1,25.27,7.45,928,185,33,313.83,15690,0.303
0.64,16,2,11.3,109.05,0.36,2,Weekend Learner,Weekend Learner,5.28,0.3333,2.0,6,2,69.25,45.45,929,132,25,282.43,15691,1.0
0.8611,31,1,18.13,181.07,0.6944,4,Flexible Learner,Flexible Learner,5.47,0.5,1.0,2,1,12.35,30.15,930,197,36,652.78,15692,0.1667
0.9,18,1,11.09,102.53,1.0,2,Deep Focus Learner,Deep Focus Learner,5.35,1.0,1,1,0,7.27,0.0,931,107,20,221.78,15693,0.2
1.0,19,1,15.97,135.65,0.5789,2,Fresh Starter,Fresh Starter,6.26,1.0,0.0,1,1,21.97,11.35,932,119,19,303.45,15694,0.2105
0.8,40,5,12.31,117.6,0.62,5,Flexible Learner,Flexible Learner,5.32,0.8333,1.0,6,3,73.0,38.27,933,266,50,615.62,15695,0.28
0.8333,35,2,13.93,142.47,0.7619,4,Flexible Learner,Flexible Learner,5.05,1.0,1.0,2,1,13.92,11.47,934,212,42,585.15,15696,0.3571
0.625,45,2,11.2,113.42,1.0,5,Consistent Climber,Consistent Climber,4.94,0.6667,-0.625,3,8,38.12,158.78,935,356,72,806.48,15697,0.0
0.8889,24,1,12.79,115.52,1.0,3,Deep Focus Learner,Deep Focus Learner,5.81,1.0,-0.6667,1,3,7.97,25.4,936,157,27,345.42,15698,0.2963
0.4894,23,2,12.27,115.44,0.2128,2,Weekend Learner,Weekend Learner,5.4,0.6667,0.5,3,2,44.1,15.53,937,254,47,576.53,15699,1.0
0.55,22,1,12.34,114.62,0.175,2,Weekend Learner,Weekend Learner,5.5,0.25,-0.2,4,5,40.1,44.4,938,220,40,493.5,15700,0.975
0.8182,45,3,14.32,153.2,0.8909,7,Flexible Learner,Flexible Learner,4.93,0.75,-0.4286,4,7,45.0,93.57,939,271,55,787.68,15701,0.2364
1.0,19,3,11.68,100.84,0.7368,3,Fresh Starter,Fresh Starter,5.74,1.0,0.5,3,2,50.22,18.52,940,109,19,221.92,15702,0.1053
0.6974,53,2,11.01,103.29,1.0,5,High Achiever,High Achiever,5.36,0.6667,-0.4,3,5,30.95,71.68,941,407,76,837.1,15703,0.1711
0.4565,21,1,11.53,101.93,0.1957,2,Weekend Learner,Weekend Learner,5.59,1.0,-0.8333,1,6,11.28,53.7,942,257,46,530.6,15704,0.9783
0.5455,24,2,10.26,97.89,0.2045,2,Weekend Learner,Weekend Learner,5.18,0.4,4.0,5,1,52.57,9.03,943,228,44,451.45,15705,0.9318
1.0,16,2,10.36,85.66,0.5625,2,Fresh Starter,Fresh Starter,5.88,1.0,-0.3333,2,3,20.97,23.97,944,94,16,165.73,15706,0.4375
0.6757,25,2,15.01,132.11,0.1892,2,Weekend Learner,Weekend Learner,6.0,1.0,-0.3333,2,3,16.08,22.85,945,222,37,555.52,15707,1.0
0.8889,40,3,13.13,137.45,0.7333,4,Flexible Learner,Flexible Learner,4.96,0.75,-0.3333,4,6,41.33,88.53,946,223,45,591.05,15708,0.2444
0.9643,27,2,9.71,91.88,1.0,3,Deep Focus Learner,Deep Focus Learner,5.21,1.0,-0.3333,2,3,16.08,21.88,947,146,28,271.78,15709,0.3214
0.8286,29,3,12.88,111.32,1.0,3,Deep Focus Learner,Deep Focus Learner,5.86,1.0,0.5,3,2,46.65,26.97,948,205,35,450.93,15710,0.3429
0.6667,50,4,13.04,124.4,1.0,5,Consistent Climber,Consistent Climber,5.4,0.6667,0.5,6,4,57.68,58.55,949,405,75,978.2,15711,0.0
0.74,37,1,11.18,103.44,1.0,4,Consistent Climber,Consistent Climber,5.44,1.0,-0.5,1,2,6.68,15.95,950,272,50,559.0,15712,0.0
1.0,9,1,9.98,109.92,0.5556,2,Fresh Starter,Fresh Starter,4.22,1.0,1,1,0,5.8,0.0,951,38,9,89.83,15713,0.3333
0.6129,38,1,10.0,95.26,1.0,5,Consistent Climber,Consistent Climber,5.08,0.5,-0.6,2,5,36.52,36.68,952,315,62,619.95,15714,0.0
0.4894,23,1,12.19,103.55,0.1702,3,Weekend Learner,Weekend Learner,6.0,1.0,-0.8,1,5,14.25,53.68,953,282,47,572.82,15715,0.9787
0.6444,29,2,12.27,148.99,1.0,4,Consistent Climber,Consistent Climber,4.2,1.0,2,2,0,16.02,0.0,954,189,45,552.25,15716,0.0
0.5714,24,2,14.38,143.53,0.1667,2,Weekend Learner,Weekend Learner,5.17,0.6667,0.0,3,3,38.55,75.5,955,217,42,603.92,15717,0.9762
1.0,21,2,14.21,128.67,0.5714,2,Fresh Starter,Fresh Starter,5.67,1.0,2,2,0,14.23,0.0,956,119,21,298.4,15718,0.1429
0.75,18,1,12.46,129.76,0.125,2,Weekend Learner,Weekend Learner,4.96,1.0,0.0,1,1,5.62,11.33,957,119,24,299.05,15719,0.9167
0.8,28,1,14.38,163.93,1.0,3,Deep Focus Learner,Deep Focus Learner,4.57,1.0,-0.6667,1,3,5.52,94.38,958,160,35,503.3,15720,0.2
1.0,15,0,8.4,79.97,0.6,2,Fresh Starter,Fresh Starter,4.87,0,-1.0,0,2,0.0,15.85,959,73,15,125.98,15721,0.2
0.6129,19,2,9.9,92.61,0.2258,2,Weekend Learner,Weekend Learner,5.13,0.5,0.0,4,4,31.18,33.33,960,159,31,306.75,15722,0.9677
0.6575,48,4,15.62,160.44,1.0,5,Consistent Climber,Consistent Climber,5.15,0.6667,0.0,6,6,57.08,127.38,961,376,73,1140.12,15723,0.0
0.6154,48,3,10.75,109.92,1.0,5,Consistent Climber,Consistent Climber,4.87,0.6,-0.375,5,8,30.43,94.32,962,380,78,838.58,15724,0.0
0.6389,23,2,13.28,122.27,0.1389,2,Weekend Learner,Weekend Learner,5.58,0.6667,0.0,3,3,37.13,25.7,963,201,36,478.17,15725,0.9722
0.6604,35,2,15.58,154.45,1.0,3,Consistent Climber,Consistent Climber,5.3,0.5,0.3333,4,3,76.73,25.78,964,281,53,825.98,15726,0.0
0.6835,54,4,10.38,92.65,1.0,5,Consistent Climber,Consistent Climber,5.53,0.8,-0.5455,5,11,43.0,126.87,965,437,79,819.63,15727,0.0
1.0,23,2,14.07,129.11,1.0,4,Deep Focus Learner,Deep Focus Learner,5.74,1.0,0.0,2,2,54.65,18.42,966,132,23,323.7,15728,0.3478
0.6667,42,3,11.09,100.65,1.0,5,Consistent Climber,Consistent Climber,5.46,0.6,0.0,5,5,41.33,54.43,967,344,63,698.72,15729,0.0
0.6,21,0,13.07,128.72,0.2,2,Weekend Learner,Weekend Learner,5.2,0,-1.0,0,5,0.0,81.88,968,182,35,457.37,15730,0.9714
1.0,11,0,7.76,74.43,0.5455,2,Fresh Starter,Fresh Starter,4.64,0,-1.0,0,2,0.0,16.48,969,51,11,85.32,15731,0.6364
0.8286,29,1,13.23,176.9,0.7429,4,Flexible Learner,Flexible Learner,3.86,0.5,-0.3333,2,3,12.95,19.58,970,135,35,462.92,15732,0.2857
0.5946,44,2,10.05,86.82,1.0,5,Consistent Climber,Consistent Climber,5.66,0.5,0.3333,4,3,39.7,20.47,971,419,74,743.63,15733,0.0
0.475,19,1,20.29,200.33,0.15,2,Weekend Learner,Weekend Learner,5.5,0.5,-0.6667,2,6,14.75,134.18,972,220,40,811.72,15734,0.925
0.7857,22,3,17.25,177.72,1.0,3,Deep Focus Learner,Deep Focus Learner,5.14,1.0,-0.4,3,5,55.78,164.38,973,144,28,482.97,15735,0.3571
0.726,53,4,12.37,109.78,1.0,6,High Achiever,High Achiever,5.74,0.8,0.0,5,5,43.88,136.68,974,419,73,903.15,15736,0.0959
0.9394,31,4,15.88,156.06,0.7273,4,Flexible Learner,Flexible Learner,5.36,1.0,0.3333,4,3,70.23,26.4,975,177,33,523.97,15737,0.3939
0.7895,30,3,13.0,117.6,0.8158,4,Flexible Learner,Flexible Learner,5.55,0.75,0.3333,4,3,40.4,92.2,976,211,38,493.87,15738,0.3947
1.0,23,2,11.39,89.47,0.7826,2,Fresh Starter,Fresh Starter,6.39,1.0,0.0,2,2,23.4,16.57,977,147,23,261.98,15739,0.4348
0.6739,31,4,13.12,123.46,1.0,4,Consistent Climber,Consistent Climber,5.5,1.0,1.0,4,2,43.35,18.05,978,253,46,603.48,15740,0.0
0.8966,26,2,11.43,107.41,1.0,3,Deep Focus Learner,Deep Focus Learner,5.24,1.0,-0.3333,2,3,17.17,51.1,979,152,29,331.37,15741,0.2414
0.8,24,3,13.27,153.61,1.0,3,Deep Focus Learner,Deep Focus Learner,4.37,1.0,0.5,3,2,76.72,42.45,980,131,30,398.02,15742,0.3333
1.0,19,1,14.6,137.26,0.6842,3,Fresh Starter,Fresh Starter,5.53,1.0,-0.6667,1,3,4.9,39.87,981,105,19,277.35,15743,0.0526
0.8857,31,1,10.83,109.24,0.7429,3,Flexible Learner,Flexible Learner,4.97,1.0,1,1,0,8.3,0.0,982,174,35,378.92,15744,0.2571
0.8108,30,2,13.56,132.97,0.7297,3,Flexible Learner,Flexible Learner,5.27,1.0,-0.5,2,4,16.27,62.57,983,195,37,501.87,15745,0.2703
0.6176,42,4,14.42,147.06,1.0,5,Consistent Climber,Consistent Climber,5.07,0.6667,1.0,6,3,101.93,20.67,984,345,68,980.32,15746,0.0
0.931,27,1,10.82,91.76,1.0,4,Deep Focus Learner,Deep Focus Learner,5.79,1.0,-0.5,1,2,10.38,24.23,985,168,29,313.7,15747,0.3793
0.72,18,0,13.04,115.61,0.08,2,Weekend Learner,Weekend Learner,5.84,0,-1.0,0,1,0.0,8.83,986,146,25,326.07,15748,0.96
0.7576,25,2,18.33,186.16,1.0,2,Deep Focus Learner,Deep Focus Learner,5.24,0.6667,0.0,3,3,42.88,39.82,987,173,33,604.98,15749,0.2727
0.7213,44,5,12.33,111.4,1.0,4,Consistent Climber,Consistent Climber,5.64,0.7143,2.5,7,2,73.15,8.73,988,344,61,752.05,15750,0.0
0.7547,40,1,16.51,172.3,0.717,9,Flexible Learner,Flexible Learner,5.08,1.0,-0.6667,1,3,9.53,75.42,989,269,53,875.03,15751,0.283
0.8125,39,2,10.28,86.76,0.7708,4,Flexible Learner,Flexible Learner,5.94,0.5,-0.2,4,5,37.42,68.87,990,285,48,493.62,15752,0.25
0.7447,35,3,9.31,95.67,0.5745,3,Flexible Learner,Flexible Learner,4.72,1.0,0.0,3,3,19.83,25.58,991,222,47,437.7,15753,0.3404
0.8103,47,5,11.08,100.55,1.0,5,Consistent Climber,Consistent Climber,5.52,0.8333,0.2,6,5,53.22,74.3,992,320,58,642.63,15754,0.0
1.0,9,1,9.97,99.57,0.5556,1,Fresh Starter,Fresh Starter,5.11,1.0,0.0,1,1,11.55,20.8,993,46,9,89.75,15755,0.5556
1.0,22,1,13.62,144.19,0.5,3,Fresh Starter,Fresh Starter,4.91,1.0,0.0,1,1,7.33,10.93,994,108,22,299.72,15756,0.1364
0.5217,24,3,13.7,141.05,0.1304,2,Weekend Learner,Weekend Learner,5.09,0.75,1.0,4,2,76.43,29.92,995,234,46,630.37,15757,0.9783
0.8,32,2,12.31,135.25,0.65,5,Flexible Learner,Flexible Learner,4.55,0.6667,-0.25,3,4,22.47,27.38,996,182,40,492.45,15758,0.375
0.7451,38,5,15.18,140.89,0.8627,5,Flexible Learner,Flexible Learner,5.71,0.625,1.6667,8,3,93.97,35.98,997,291,51,774.43,15759,0.2157
0.8667,26,0,11.22,103.92,1.0,3,Deep Focus Learner,Deep Focus Learner,5.43,0,-1.0,0,4,0.0,49.98,998,163,30,336.58,15760,0.2
0.5714,20,2,11.44,107.67,0.1429,2,Weekend Learner,Weekend Learner,5.26,0.5,1.0,4,2,40.92,18.78,999,184,35,400.4,15761,0.9714
0.9444,17,3,12.43,119.44,1.0,2,Deep Focus Learner,Deep Focus Learner,5.28,1.0,3,3,0,44.22,0.0,1000,95,18,223.65,15762,0.0
0.9167,22,0,11.1,108.71,1.0,6,Deep Focus Learner,Deep Focus Learner,5.12,0,-1.0,0,6,0.0,46.23,1001,123,24,266.45,15763,0.3333
0.7609,35,3,12.24,106.01,0.7826,4,Flexible Learner,Flexible Learner,5.85,1.0,3,3,0,27.03,0.0,1002,269,46,563.1,15764,0.2609
1.0,14,0,13.35,156.19,0.7143,3,Fresh Starter,Fresh Starter,4.43,0,-1.0,0,1,0.0,6.07,1003,62,14,186.88,15765,0.2143
0.68,17,0,13.01,135.29,0.04,2,Weekend Learner,Weekend Learner,5.04,0,-1.0,0,1,0.0,14.58,1004,126,25,325.28,15766,1.0
0.8286,29,1,9.57,81.34,0.7714,3,Flexible Learner,Flexible Learner,5.63,0.5,-0.3333,2,3,19.72,27.17,1005,197,35,335.08,15767,0.2
0.7805,32,1,11.75,104.86,0.8293,5,Flexible Learner,Flexible Learner,5.68,1.0,-0.5,1,2,8.52,24.55,1006,233,41,481.78,15768,0.2195
0.5714,24,1,11.86,124.43,0.1667,2,Weekend Learner,Weekend Learner,4.81,0.5,-0.5,2,4,14.72,55.43,1007,202,42,498.0,15769,0.9762
0.6582,52,4,10.97,107.68,1.0,5,High Achiever,High Achiever,5.11,0.5714,0.0,7,7,64.28,76.15,1008,404,79,866.88,15770,0.1646
0.625,15,2,11.16,116.51,0.125,2,Weekend Learner,Weekend Learner,4.75,0.6667,2.0,3,1,25.25,20.9,1009,114,24,267.85,15771,0.9167
0.7636,42,3,13.28,130.64,0.6545,5,Flexible Learner,Flexible Learner,5.24,0.75,-0.2,4,5,19.98,45.22,1010,288,55,730.13,15772,0.2
0.6197,44,5,11.52,115.82,1.0,5,Consistent Climber,Consistent Climber,4.96,0.625,-0.1111,8,9,99.02,85.15,1011,352,71,818.27,15773,0.0
0.6308,41,1,9.02,80.56,1.0,4,Consistent Climber,Consistent Climber,5.35,0.5,-0.6667,2,6,14.35,45.53,1012,348,65,586.43,15774,0.0
0.6923,36,3,11.78,133.24,1.0,4,Consistent Climber,Consistent Climber,4.42,0.6,0.6667,5,3,43.68,43.5,1013,230,52,612.52,15775,0.0
0.7027,26,1,12.47,146.45,0.7297,4,Flexible Learner,Flexible Learner,4.35,1.0,-0.6667,1,3,13.23,66.22,1014,161,37,461.4,15776,0.2432
0.6818,15,1,11.46,103.0,0.1818,2,Weekend Learner,Weekend Learner,5.64,1.0,0.0,1,1,11.27,12.25,1015,124,22,252.22,15777,1.0
0.9667,29,2,17.62,190.61,0.7667,2,Flexible Learner,Flexible Learner,4.93,1.0,-0.3333,2,3,20.03,29.12,1016,148,30,528.48,15778,0.4
0.9286,26,4,16.97,167.1,1.0,3,Deep Focus Learner,Deep Focus Learner,5.46,1.0,1.0,4,2,45.12,39.1,1017,153,28,475.13,15779,0.2857
0.8,40,5,14.48,154.49,1.0,4,High Achiever,High Achiever,4.9,0.8333,0.0,6,6,40.48,150.67,1018,245,50,723.95,15780,0.18
0.6269,42,2,10.0,87.06,1.0,5,Consistent Climber,Consistent Climber,5.61,1.0,-0.5,2,4,20.55,31.43,1019,376,67,669.83,15781,0.0
0.7778,35,2,10.85,98.79,0.7556,3,Flexible Learner,Flexible Learner,5.38,0.6667,0.0,3,3,30.65,24.48,1020,242,45,488.18,15782,0.3111
0.7636,42,5,11.45,103.22,0.7636,6,Flexible Learner,Flexible Learner,5.51,0.8333,1.0,6,3,72.35,34.58,1021,303,55,629.83,15783,0.3636
0.8378,31,1,17.93,181.35,1.0,5,Deep Focus Learner,Deep Focus Learner,5.35,0.5,-0.5,2,4,21.17,76.32,1022,198,37,663.57,15784,0.2432
0.5455,24,2,13.63,125.98,0.2727,2,Weekend Learner,Weekend Learner,5.52,0.5,0.3333,4,3,47.42,17.33,1023,243,44,599.75,15785,0.9773
0.7895,30,3,14.16,156.23,1.0,2,Deep Focus Learner,Deep Focus Learner,4.71,0.6,0.25,5,4,49.25,35.17,1024,179,38,537.98,15786,0.2895
0.4848,16,0,8.54,80.45,0.1515,2,Weekend Learner,Weekend Learner,5.09,0,0,0,0,0.0,0.0,1025,168,33,281.67,15787,1.0
0.875,28,2,10.12,86.99,1.0,4,Deep Focus Learner,Deep Focus Learner,5.66,1.0,0.0,2,2,17.45,26.42,1026,181,32,323.93,15788,0.4688
0.6786,19,1,10.22,96.98,0.3571,2,Weekend Learner,Weekend Learner,5.14,0.5,0.0,2,2,13.23,18.3,1027,144,28,286.07,15789,0.9643
0.8333,25,1,10.56,113.04,0.7333,3,Flexible Learner,Flexible Learner,4.67,1.0,-0.5,1,2,4.05,17.07,1028,140,30,316.83,15790,0.2333
0.6333,19,1,12.56,137.46,0.1333,2,Weekend Learner,Weekend Learner,4.6,0.3333,3,3,0,44.9,0.0,1029,138,30,376.9,15791,1.0
1.0,9,2,9.87,101.58,0.7778,2,Fresh Starter,Fresh Starter,4.78,1.0,2,2,0,14.1,0.0,1030,43,9,88.87,15792,0.3333
0.6125,49,1,10.51,94.07,1.0,5,Consistent Climber,Consistent Climber,5.5,0.5,-0.5,2,4,23.63,62.08,1031,440,80,840.92,15793,0.0
0.85,34,3,12.77,131.3,0.75,5,Flexible Learner,Flexible Learner,4.95,1.0,-0.25,3,4,42.27,34.02,1032,198,40,510.87,15794,0.2
0.8571,30,5,10.28,89.68,1.0,3,Deep Focus Learner,Deep Focus Learner,5.69,0.8333,5.0,6,1,46.23,62.13,1033,199,35,359.73,15795,0.1714
0.8,40,3,12.51,131.48,1.0,4,Consistent Climber,Consistent Climber,4.84,0.75,0.3333,4,3,39.18,21.08,1034,242,50,625.7,15796,0.0
0.8214,23,1,10.36,89.79,0.8571,3,Flexible Learner,Flexible Learner,5.71,0.5,0.0,2,2,15.67,15.62,1035,160,28,290.1,15797,0.1786
0.9091,20,1,13.02,143.35,1.0,2,Deep Focus Learner,Deep Focus Learner,4.68,1.0,1,1,0,4.7,0.0,1036,103,22,286.43,15798,0.4545
1.0,22,1,8.83,91.16,0.8182,3,Fresh Starter,Fresh Starter,4.64,1.0,-0.5,1,2,7.38,16.82,1037,102,22,194.27,15799,0.1818
1.0,25,3,9.38,86.44,1.0,3,Deep Focus Learner,Deep Focus Learner,5.24,1.0,0.0,3,3,36.92,31.0,1038,131,25,234.55,15800,0.28
